"unigram","bigram","trigram","freq"
"i","found","an",2
"i","found","at",2
"i","found","in",2
"i","found","some",2
"i","found","their",2
"i","found","these",2
"i","gave","him",2
"i","gave","it",2
"i","gave","them",2
"i","gave","you",2
"i","get","at",2
"i","get","back",2
"i","get","excited",2
"i","get","in",2
"i","get","more",2
"i","get","one",2
"i","get","started",2
"i","get","stuck",2
"i","get","them",2
"i","get","your",2
"i","go","all",2
"i","go","back",2
"i","go","off",2
"i","got","all",2
"i","got","another",2
"i","got","in",2
"i","got","out",2
"i","got","really",2
"i","got","so",2
"i","got","something",2
"i","got","there",2
"i","got","two",2
"i","gotta","go",2
"i","gotta","new",2
"i","gotta","say",2
"i","grabbed","my",2
"i","grabbed","the",2
"i","guess","most",2
"i","guess","not",2
"i","guess","thats",2
"i","guess","there",2
"i","guess","they",2
"i","guess","this",2
"i","had","already",2
"i","had","and",2
"i","had","any",2
"i","had","bought",2
"i","had","children",2
"i","had","ever",2
"i","had","finished",2
"i","had","found",2
"i","had","from",2
"i","had","fun",2
"i","had","gotten",2
"i","had","heard",2
"i","had","hoped",2
"i","had","i",2
"i","had","in",2
"i","had","it",2
"i","had","known",2
"i","had","lost",2
"i","had","missed",2
"i","had","more",2
"i","had","prayed",2
"i","had","some",2
"i","had","something",2
"i","hadnt","heard",2
"i","hadnt","seen",2
"i","happen","to",2
"i","hate","school",2
"i","hate","those",2
"i","hated","that",2
"i","have","almost",2
"i","have","another",2
"i","have","any",2
"i","have","asked",2
"i","have","caught",2
"i","have","enough",2
"i","have","experienced",2
"i","have","followed",2
"i","have","great",2
"i","have","her",2
"i","have","here",2
"i","have","hundreds",2
"i","have","internet",2
"i","have","issues",2
"i","have","known",2
"i","have","many",2
"i","have","of",2
"i","have","probably",2
"i","have","put",2
"i","have","reached",2
"i","have","right",2
"i","have","scene",2
"i","have","six",2
"i","have","such",2
"i","have","this",2
"i","have","with",2
"i","have","you",2
"i","havent","decided",2
"i","havent","forgotten",2
"i","havent","got",2
"i","havent","read",2
"i","havent","the",2
"i","head","to",2
"i","headed","out",2
"i","hear","a",2
"i","hear","from",2
"i","hear","ya",2
"i","hear","you",2
"i","heard","a",2
"i","heard","my",2
"i","hit","a",2
"i","hit","the",2
"i","hit","up",2
"i","hit","you",2
"i","honestly","did",2
"i","honestly","dont",2
"i","hope","its",2
"i","intend","to",2
"i","jus","wanna",2
"i","just","added",2
"i","just","adore",2
"i","just","ate",2
"i","just","called",2
"i","just","come",2
"i","just","do",2
"i","just","followed",2
"i","just","happened",2
"i","just","keep",2
"i","just","look",2
"i","just","lost",2
"i","just","posted",2
"i","just","said",2
"i","just","seen",2
"i","just","wasnt",2
"i","keep","forgetting",2
"i","keep","thinking",2
"i","kinda","like",2
"i","knew","about",2
"i","knew","just",2
"i","knew","that",2
"i","knew","what",2
"i","know","and",2
"i","know","everything",2
"i","know","lots",2
"i","know","one",2
"i","know","so",2
"i","know","some",2
"i","know","things",2
"i","know","were",2
"i","know","who",2
"i","know","why",2
"i","know","your",2
"i","laugh","my",2
"i","lead","a",2
"i","learned","a",2
"i","learned","this",2
"i","leave","the",2
"i","like","boys",2
"i","like","how",2
"i","liked","that",2
"i","live","here",2
"i","live","with",2
"i","look","back",2
"i","look","over",2
"i","looked","up",2
"i","lost","the",2
"i","love","about",2
"i","love","beans",2
"i","love","blogging",2
"i","love","but",2
"i","love","coffee",2
"i","love","corn",2
"i","love","getting",2
"i","love","him",2
"i","love","la",2
"i","love","seeing",2
"i","love","waking",2
"i","love","watching",2
"i","loved","his",2
"i","luv","u",2
"i","made","for",2
"i","made","to",2
"i","made","with",2
"i","made","you",2
"i","make","it",2
"i","make","some",2
"i","manage","to",2
"i","may","just",2
"i","mean","hey",2
"i","mean","is",2
"i","met","you",2
"i","might","actually",2
"i","might","as",2
"i","might","give",2
"i","might","just",2
"i","miss","a",2
"i","miss","all",2
"i","miss","her",2
"i","miss","how",2
"i","miss","them",2
"i","missed","it",2
"i","missed","that",2
"i","missed","you",2
"i","missing","something",2
"i","move","to",2
"i","must","keep",2
"i","need","an",2
"i","need","another",2
"i","need","is",2
"i","need","that",2
"i","need","the",2
"i","need","them",2
"i","needed","it",2
"i","needed","that",2
"i","never","got",2
"i","never","really",2
"i","never","said",2
"i","never","saw",2
"i","never","want",2
"i","never","wanted",2
"i","not","be",2
"i","not","know",2
"i","notice","a",2
"i","notice","that",2
"i","noticed","and",2
"i","once","saw",2
"i","only","had",2
"i","only","need",2
"i","opened","my",2
"i","participated","in",2
"i","placed","a",2
"i","planned","on",2
"i","please","get",2
"i","praise","god",2
"i","pulled","the",2
"i","purchased","a",2
"i","put","my",2
"i","ran","into",2
"i","ran","out",2
"i","rather","have",2
"i","read","an",2
"i","read","in",2
"i","read","my",2
"i","read","this",2
"i","realize","it",2
"i","realize","its",2
"i","realized","im",2
"i","really","couldnt",2
"i","really","didnt",2
"i","really","wanna",2
"i","received","a",2
"i","received","and",2
"i","refer","to",2
"i","remember","it",2
"i","remember","you",2
"i","removed","the",2
"i","replied","you",2
"i","respect","that",2
"i","respect","the",2
"i","respectfully","disagree",2
"i","returned","for",2
"i","returned","to",2
"i","run","into",2
"i","said","as",2
"i","said","dont",2
"i","said","the",2
"i","said","we",2
"i","said","yeah",2
"i","sat","in",2
"i","saw","all",2
"i","saw","an",2
"i","saw","him",2
"i","saw","some",2
"i","saw","them",2
"i","saw","ur",2
"i","say","go",2
"i","say","this",2
"i","say","to",2
"i","schedule","a",2
"i","see","all",2
"i","see","him",2
"i","see","myself",2
"i","see","on",2
"i","see","u",2
"i","see","what",2
"i","seen","a",2
"i","send","a",2
"i","set","up",2
"i","shall","be",2
"i","should","add",2
"i","should","also",2
"i","should","but",2
"i","should","check",2
"i","should","clarify",2
"i","should","go",2
"i","should","still",2
"i","should","work",2
"i","shouldnt","like",2
"i","signed","up",2
"i","sit","here",2
"i","smell","a",2
"i","so","enjoy",2
"i","sound","like",2
"i","spent","most",2
"i","spent","my",2
"i","spent","the",2
"i","spent","time",2
"i","stand","corrected",2
"i","start","my",2
"i","start","to",2
"i","started","crying",2
"i","started","on",2
"i","started","watching",2
"i","stayed","in",2
"i","stepped","on",2
"i","still","be",2
"i","still","need",2
"i","still","needed",2
"i","still","only",2
"i","still","remember",2
"i","still","think",2
"i","still","watch",2
"i","stopped","in",2
"i","stumbled","across",2
"i","suggested","that",2
"i","suppose","but",2
"i","suppose","i",2
"i","sure","am",2
"i","sure","do",2
"i","sure","hope",2
"i","suspect","that",2
"i","suspect","they",2
"i","swear","im",2
"i","swear","some",2
"i","swear","to",2
"i","take","my",2
"i","take","that",2
"i","tell","them",2
"i","tell","you",2
"i","thank","my",2
"i","think","and",2
"i","think","everyone",2
"i","think","has",2
"i","think","her",2
"i","think","id",2
"i","think","in",2
"i","think","most",2
"i","think","one",2
"i","think","someone",2
"i","think","suicide",2
"i","think","ur",2
"i","think","well",2
"i","think","what",2
"i","thought","hey",2
"i","thought","my",2
"i","thought","was",2
"i","thought","were",2
"i","took","my",2
"i","took","one",2
"i","took","them",2
"i","took","this",2
"i","touched","the",2
"i","turned","the",2
"i","tweeted","that",2
"i","type","this",2
"i","understand","i",2
"i","understand","the",2
"i","understand","why",2
"i","use","for",2
"i","use","it",2
"i","use","my",2
"i","used","that",2
"i","usually","do",2
"i","walk","out",2
"i","walked","around",2
"i","walked","into",2
"i","walked","through",2
"i","wanna","play",2
"i","want","him",2
"i","want","ice",2
"i","want","them",2
"i","wanted","it",2
"i","wanted","something",2
"i","wanted","was",2
"i","wanted","you",2
"i","was","actually",2
"i","was","alone",2
"i","was","also",2
"i","was","amazed",2
"i","was","back",2
"i","was","beginning",2
"i","was","by",2
"i","was","capable",2
"i","was","chatting",2
"i","was","curious",2
"i","was","drawn",2
"i","was","drunk",2
"i","was","extremely",2
"i","was","finished",2
"i","was","fortunate",2
"i","was","given",2
"i","was","glad",2
"i","was","gonna",2
"i","was","half",2
"i","was","happy",2
"i","was","holding",2
"i","was","home",2
"i","was","i",2
"i","was","indeed",2
"i","was","invited",2
"i","was","listening",2
"i","was","little",2
"i","was","living",2
"i","was","making",2
"i","was","mistaken",2
"i","was","mostly",2
"i","was","nervous",2
"i","was","once",2
"i","was","one",2
"i","was","only",2
"i","was","originally",2
"i","was","out",2
"i","was","over",2
"i","was","playing",2
"i","was","prepared",2
"i","was","rather",2
"i","was","shocked",2
"i","was","sick",2
"i","was","sitting",2
"i","was","startled",2
"i","was","struck",2
"i","was","surprised",2
"i","was","tired",2
"i","was","to",2
"i","was","tweeting",2
"i","was","two",2
"i","was","under",2
"i","was","using",2
"i","was","walking",2
"i","was","when",2
"i","was","working",2
"i","wasnt","about",2
"i","wasnt","expecting",2
"i","wasnt","in",2
"i","watched","this",2
"i","went","ahead",2
"i","went","and",2
"i","went","as",2
"i","went","for",2
"i","went","from",2
"i","went","in",2
"i","went","the",2
"i","went","through",2
"i","were","having",2
"i","will","check",2
"i","will","consider",2
"i","will","find",2
"i","will","likely",2
"i","will","look",2
"i","will","love",2
"i","will","only",2
"i","will","send",2
"i","will","share",2
"i","will","teach",2
"i","will","use",2
"i","will","wait",2
"i","will","wear",2
"i","will","when",2
"i","will","write",2
"i","wish","a",2
"i","wish","he",2
"i","wish","my",2
"i","wish","she",2
"i","wish","that",2
"i","wish","u",2
"i","woke","my",2
"i","wonder","who",2
"i","wont","go",2
"i","work","but",2
"i","work","with",2
"i","worry","about",2
"i","would","also",2
"i","would","consider",2
"i","would","get",2
"i","would","give",2
"i","would","just",2
"i","would","probably",2
"i","would","really",2
"i","would","use",2
"i","would","watch",2
"i","would","write",2
"i","wouldnt","mind",2
"i","wouldnt","recommend",2
"i","wouldnt","want",2
"i","wrapped","my",2
"i","wrote","about",2
"i","wrote","it",2
"i","wrote","this",2
"ice","cream","cone",2
"ice","cream","for",2
"ice","cream","on",2
"ice","cream","or",2
"ice","cream","truck",2
"ice","skating","rink",2
"id","be","happy",2
"id","be","lying",2
"id","hate","to",2
"id","have","a",2
"id","have","to",2
"id","much","rather",2
"id","rather","not",2
"id","say","that",2
"id","share","it",2
"id","write","a",2
"idea","for","a",2
"idea","for","the",2
"idea","i","have",2
"idea","of","a",2
"idea","of","getting",2
"idea","of","how",2
"idea","of","where",2
"idea","that","i",2
"idea","that","is",2
"idea","what","is",2
"idea","what","it",2
"idea","where","the",2
"idea","where","they",2
"idea","why","they",2
"identity","and","the",2
"if","a","protestant",2
"if","a","woman",2
"if","anybody","has",2
"if","anyone","is",2
"if","anyone","knows",2
"if","anything","this",2
"if","full","of",2
"if","gm","had",2
"if","god","did",2
"if","he","ever",2
"if","he","felt",2
"if","he","really",2
"if","i","cant",2
"if","i","did",2
"if","i","hit",2
"if","i","know",2
"if","i","said",2
"if","i","still",2
"if","i","told",2
"if","i","try",2
"if","i","will",2
"if","im","writing",2
"if","it","does",2
"if","it","has",2
"if","it","werent",2
"if","its","a",2
"if","its","just",2
"if","its","legal",2
"if","not","a",2
"if","not","then",2
"if","not","why",2
"if","only","for",2
"if","only","i",2
"if","only","we",2
"if","she","does",2
"if","she","had",2
"if","she","is",2
"if","she","wanted",2
"if","so","please",2
"if","so","you",2
"if","someone","asks",2
"if","someone","had",2
"if","someone","is",2
"if","such","a",2
"if","that","was",2
"if","thats","the",2
"if","thats","what",2
"if","the","batter",2
"if","the","book",2
"if","the","browns",2
"if","the","current",2
"if","the","government",2
"if","the","man",2
"if","the","problem",2
"if","the","world",2
"if","they","did",2
"if","they","see",2
"if","they","tell",2
"if","they","thought",2
"if","u","could",2
"if","u","do",2
"if","u","dont",2
"if","u","got",2
"if","u","have",2
"if","u","was",2
"if","we","dont",2
"if","we","got",2
"if","we","had",2
"if","we","look",2
"if","we","want",2
"if","ya","wanna",2
"if","you","agree",2
"if","you","already",2
"if","you","bought",2
"if","you","call",2
"if","you","cannot",2
"if","you","die",2
"if","you","follow",2
"if","you","give",2
"if","you","hear",2
"if","you","insist",2
"if","you","knew",2
"if","you","never",2
"if","you","really",2
"if","you","refuse",2
"if","you","retweeted",2
"if","you","wear",2
"if","you","will",2
"if","you","win",2
"if","you","wish",2
"if","your","going",2
"if","your","interested",2
"if","your","not",2
"if","youre","around",2
"if","youre","feeling",2
"if","youre","in",2
"if","youre","into",2
"if","youre","lucky",2
"if","youre","on",2
"if","youre","still",2
"if","youre","using",2
"if","youre","willing",2
"if","youre","wondering",2
"ill","admit","that",2
"ill","also","be",2
"ill","ask","my",2
"ill","be","a",2
"ill","be","able",2
"ill","be","completely",2
"ill","be","getting",2
"ill","be","here",2
"ill","be","leaving",2
"ill","be","watching",2
"ill","be","writing",2
"ill","come","up",2
"ill","do","it",2
"ill","follow","back",2
"ill","follow","you",2
"ill","get","some",2
"ill","keep","you",2
"ill","miss","you",2
"ill","never","forget",2
"ill","post","some",2
"ill","say","it",2
"ill","take","that",2
"ill","try","and",2
"illinois","incorporated","in",2
"im","a","believer",2
"im","a","freak",2
"im","a","little",2
"im","a","mahomie",2
"im","a","member",2
"im","a","sucker",2
"im","about","ready",2
"im","actually","writing",2
"im","addicted","to",2
"im","afraid","not",2
"im","afraid","of",2
"im","afraid","that",2
"im","also","looking",2
"im","always","amazed",2
"im","always","right",2
"im","an","editor",2
"im","an","idiot",2
"im","and","my",2
"im","back","in",2
"im","back","on",2
"im","back","with",2
"im","coming","to",2
"im","cool","with",2
"im","currently","working",2
"im","definitely","a",2
"im","definitely","the",2
"im","doing","good",2
"im","down","to",2
"im","dying","to",2
"im","ever","going",2
"im","excited","about",2
"im","feeling","a",2
"im","following","you",2
"im","freaking","out",2
"im","getting","excited",2
"im","getting","my",2
"im","getting","really",2
"im","giving","up",2
"im","giving","you",2
